Comment,Designator,Footprint,LCSC,Quantity
SW_Push,KEY4,SW_MX_HotSwap_PTH,,1
MX_stab,S41,STAB_MX_P_2.25u,,1
SW_Push,KEY16,SW_MX_HotSwap_PTH,,1
SW_Push,KEY47,SW_MX_HotSwap_PTH,,1
SW_Push,KEY45,SW_MX_HotSwap_PTH,,1
SW_Push,KEY48,SW_MX_HotSwap_PTH,,1
SW_Push,KEY59,SW_MX_HotSwap_PTH,,1
SW_Push,KEY21,SW_MX_HotSwap_PTH,,1
SW_Push,KEY58,SW_MX_HotSwap_PTH,,1
SW_Push,KEY32,SW_MX_HotSwap_PTH,,1
SW_Push,KEY6,SW_MX_HotSwap_PTH,,1
SW_Push,KEY53,SW_MX_HotSwap_PTH,,1
SW_Push,KEY26,SW_MX_HotSwap_PTH,,1
SW_Push,KEY15,SW_MX_HotSwap_PTH,,1
SW_Push,KEY55,SW_MX_HotSwap_PTH,,1
SW_Push,KEY29,SW_MX_HotSwap_PTH,,1
SW_Push,KEY46,SW_MX_HotSwap_PTH,,1
SW_Push,KEY35,SW_MX_HotSwap_PTH,,1
SW_Push,KEY31,SW_MX_HotSwap_PTH,,1
SW_Push,KEY19,SW_MX_HotSwap_PTH,,1
SW_Push,KEY8,SW_MX_HotSwap_PTH,,1
SW_Push,KEY37,SW_MX_HotSwap_PTH,,1
MX_stab,S57,STAB_MX_P_6.25u,,1
SW_Push,KEY54,SW_MX_HotSwap_PTH,,1
SW_Push,KEY23,SW_MX_HotSwap_PTH,,1
SW_Push,KEY17,SW_MX_HotSwap_PTH,,1
SW_Push,KEY7,SW_MX_HotSwap_PTH,,1
SW_Push,KEY11,SW_MX_HotSwap_PTH,,1
SW_Push,KEY60,SW_MX_HotSwap_PTH,,1
SW_Push,KEY51,SW_MX_HotSwap_PTH,,1
SW_Push,KEY25,SW_MX_HotSwap_PTH,,1
SW_Push,KEY9,SW_MX_HotSwap_PTH,,1
MX_stab,S42,STAB_MX_P_2.25u,,1
SW_Push,KEY30,SW_MX_HotSwap_PTH,,1
SW_Push,KEY42,SW_MX_HotSwap_PTH,,1
SW_Push,KEY22,SW_MX_HotSwap_PTH,,1
MX_stab,S53,STAB_MX_P_2.75u,,1
SW_Push,KEY27,SW_MX_HotSwap_PTH,,1
SW_Push,KEY33,SW_MX_HotSwap_PTH,,1
SW_Push,KEY14,SW_MX_HotSwap_PTH,,1
SW_Push,KEY41,SW_MX_HotSwap_PTH,,1
SW_Push,KEY28,SW_MX_HotSwap_PTH,,1
SW_Push,KEY18,SW_MX_HotSwap_PTH,,1
SW_Push,KEY57,SW_MX_HotSwap_PTH,,1
SW_Push,KEY61,SW_MX_HotSwap_PTH,,1
SW_Push,KEY40,SW_MX_HotSwap_PTH,,1
SW_Push,KEY5,SW_MX_HotSwap_PTH,,1
MX_stab,S14,STAB_MX_P_2u,,1
SW_Push,KEY3,SW_MX_HotSwap_PTH,,1
SW_Push,KEY52,SW_MX_HotSwap_PTH,,1
SW_Push,KEY56,SW_MX_HotSwap_PTH,,1
SW_Push,KEY20,SW_MX_HotSwap_PTH,,1
SW_Push,KEY12,SW_MX_HotSwap_PTH,,1
SW_Push,KEY39,SW_MX_HotSwap_PTH,,1
SW_Push,KEY1,SW_MX_HotSwap_PTH,,1
SW_Push,KEY24,SW_MX_HotSwap_PTH,,1
SW_Push,KEY43,SW_MX_HotSwap_PTH,,1
SW_Push,KEY50,SW_MX_HotSwap_PTH,,1
SW_Push,KEY13,SW_MX_HotSwap_PTH,,1
SW_Push,KEY10,SW_MX_HotSwap_PTH,,1
SW_Push,KEY49,SW_MX_HotSwap_PTH,,1
SW_Push,KEY2,SW_MX_HotSwap_PTH,,1
SW_Push,KEY38,SW_MX_HotSwap_PTH,,1
SW_Push,KEY44,SW_MX_HotSwap_PTH,,1
SW_Push,KEY34,SW_MX_HotSwap_PTH,,1
SW_Push,KEY36,SW_MX_HotSwap_PTH,,1
1N4148W,D26,D_SOD-123,,1
1N4148W,D24,D_SOD-123,,1
1N4148W,D55,D_SOD-123,,1
1N4148W,D28,D_SOD-123,,1
1N4148W,D38,D_SOD-123,,1
ISP,J2,PinHeader_2x03_P2.54mm_Vertical,,1
1N4148W,D18,D_SOD-123,,1
1N4148W,D51,D_SOD-123,,1
1N4148W,D10,D_SOD-123,,1
1N4148W,D45,D_SOD-123,,1
1N4148W,D8,D_SOD-123,,1
20pF,C5,C_0603_1608Metric,,1
1N4148W,D49,D_SOD-123,,1
1N4148W,D1,D_SOD-123,,1
1N4148W,D4,D_SOD-123,,1
100nF,C2,C_0603_1608Metric,,1
22R,R3,R_0603_1608Metric,,1
1N4148W,D2,D_SOD-123,,1
1N4148W,D61,D_SOD-123,,1
1N4148W,D46,D_SOD-123,,1
1N4148W,D3,D_SOD-123,,1
100nF,C6,C_0603_1608Metric,,1
MountingHole,H2,MountingHole_3.2mm_M3,,1
5.1k,R1,R_0603_1608Metric,,1
1N4148W,D23,D_SOD-123,,1
1N4148W,D32,D_SOD-123,,1
1N4148W,D17,D_SOD-123,,1
1N4148W,D39,D_SOD-123,,1
ATmega32U4-A,U1,TQFP-44_10x10mm_P0.8mm,,1
1N4148W,D11,D_SOD-123,,1
1N4148W,D58,D_SOD-123,,1
10k,R5,R_0603_1608Metric,,1
1N4148W,D30,D_SOD-123,,1
1N4148W,D43,D_SOD-123,,1
1N4148W,D48,D_SOD-123,,1
1N4148W,D57,D_SOD-123,,1
1N4148W,D52,D_SOD-123,,1
1N4148W,D29,D_SOD-123,,1
MountingHole,H1,MountingHole_3.2mm_M3,,1
MountingHole,H5,MountingHole_3.2mm_M3,,1
1N4148W,D16,D_SOD-123,,1
5.1k,R2,R_0603_1608Metric,,1
1uF,C7,C_0603_1608Metric,,1
20pF,C4,C_0603_1608Metric,,1
1N4148W,D60,D_SOD-123,,1
1N4148W,D7,D_SOD-123,,1
1N4148W,D44,D_SOD-123,,1
1N4148W,D40,D_SOD-123,,1
1N4148W,D53,D_SOD-123,,1
10uF,C9,C_0603_1608Metric,,1
1N4148W,D36,D_SOD-123,,1
1N4148W,D9,D_SOD-123,,1
8MHz,Y1,Crystal_SMD_3215-2Pin_3.2x1.5mm,,1
"500mA, 6V",F1,Fuse_0805_2012Metric,,1
10uF,C8,C_0603_1608Metric,,1
1N4148W,D27,D_SOD-123,,1
1N4148W,D41,D_SOD-123,,1
RESET,SW1,SW_SPST_CK_RS282G05A3,,1
USB_C_Receptacle_USB2.0,J1,USB_C_Receptacle_HRO_TYPE-C-31-M-12,,1
1N4148W,D15,D_SOD-123,,1
1N4148W,D42,D_SOD-123,,1
1N4148W,D25,D_SOD-123,,1
1N4148W,D54,D_SOD-123,,1
1uF,C1,C_0603_1608Metric,,1
1N4148W,D19,D_SOD-123,,1
22R,R4,R_0603_1608Metric,,1
1N4148W,D50,D_SOD-123,,1
1N4148W,D20,D_SOD-123,,1
1N4148W,D12,D_SOD-123,,1
1N4148W,D35,D_SOD-123,,1
1N4148W,D56,D_SOD-123,,1
1N4148W,D5,D_SOD-123,,1
1N4148W,D22,D_SOD-123,,1
1N4148W,D34,D_SOD-123,,1
1N4148W,D14,D_SOD-123,,1
1N4148W,D6,D_SOD-123,,1
AMS1117-3.3,U2,SOT-223-3_TabPin2,,1
1N4148W,D21,D_SOD-123,,1
100nF,C3,C_0603_1608Metric,,1
MountingHole,H4,MountingHole_3.2mm_M3,,1
1N4148W,D13,D_SOD-123,,1
1N4148W,D31,D_SOD-123,,1
MountingHole,H3,MountingHole_3.2mm_M3,,1
1N4148W,D33,D_SOD-123,,1
1N4148W,D47,D_SOD-123,,1
1N4148W,D59,D_SOD-123,,1
1N4148W,D37,D_SOD-123,,1
